lng,lat,OBJEKT_NR,OBJEKTBEZ,BAUMNUMMER,BAUMART,BOTANISCHER_NAME,PFLANZJAHR
6.5603973819298,51.3497398460982,0271147,JOSEF-BROCKER-DYK,13,Scharlach-Eiche,Quercus coccinea,2016
6.58601383241023,51.3409146376236,0870335,GNEISENAUSTRAßE,19,Japanische Zierkirsche,Prunus serrulata Kanzan,2016
6.64775902908765,51.3717834044345,4975239,"FDF Uerdingen, Friedensstraße",323,Stiel-Eiche,Quercus robur,2016
6.5744755405992,51.3593037139243,3878415,"Am Flohbusch, Kinderspielplatz Holzmörs",1,Sorte des Rot-Ahorns,Acer rubrum Red Sunset,2016
6.57428665003115,51.3592684763198,3878415,"Am Flohbusch, Kinderspielplatz Holzmörs",2,Sorte des Rot-Ahorns,Acer rubrum Red Sunset,2016
6.64475923944856,51.3732856512039,4975239,"FDF Uerdingen, Friedensstraße",488,Sand-Birke,Betula pendula,2016
6.55443085598793,51.315192926225,2575230/A,"FDF Hauptfriedhof ALT, Heideckstraße",1199,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.55432038220753,51.3175653619433,2575230/A,"FDF Hauptfriedhof ALT, Heideckstraße",472,Gewöhnlicher Trompetenbaum,Catalpa bignonioides,2016
6.55546184614526,51.3181128005021,2575230/A,"FDF Hauptfriedhof ALT, Heideckstraße",444,Spitz-Ahorn,Acer platanoides,2016
6.55566696084539,51.3181375085593,2575230/A,"FDF Hauptfriedhof ALT, Heideckstraße",445,Spitz-Ahorn,Acer platanoides,2016
6.59350607099779,51.3523903614978,0870438,HÜTTENALLEE,37,Rotbuche,Fagus sylvatica,2016
6.64233774043364,51.3378488803208,2775235,"FDF Linn, Elbinger Straße",269,,,2016
6.57742643919911,51.3530521718611,0270212,DEUßSTRAßE,6,Himalaja-Birke,Betula utilis,2016
6.62104021052107,51.3258418820792,2775236,"FDF Oppum, Heckschenstraße",345,Tulpenbaum,Liriodendron tulipifera,2016
6.6444770747282,51.3736561237658,4975239,"FDF Uerdingen, Friedensstraße",855,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.6439634143221,51.3737224991983,4975239,"FDF Uerdingen, Friedensstraße",887,Winter-Linde,Tilia cordata,2016
6.64430170873665,51.3706711933915,4975239,"FDF Uerdingen, Friedensstraße",893,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.64431329773401,51.3705877947806,4975239,"FDF Uerdingen, Friedensstraße",894,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.64432054408069,51.370487321121,4975239,"FDF Uerdingen, Friedensstraße",897,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.58937819582575,51.3147500815817,2678542,"Hafelsstraße, Grünzug K-Bahn 2,v.Ketteler/Hafels Königs",277,Kaiserlinde,Tilia vulgaris Pallida,2016
6.58918536612147,51.3149190468844,2678542,"Hafelsstraße, Grünzug K-Bahn 2,v.Ketteler/Hafels Königs",278,Kaiserlinde,Tilia vulgaris Pallida,2016
6.58896159933653,51.3151322100647,2678542,"Hafelsstraße, Grünzug K-Bahn 2,v.Ketteler/Hafels Königs",279,Kaiserlinde,Tilia vulgaris Pallida,2016
6.5884449229802,51.3137201397286,2678542,"Hafelsstraße, Grünzug K-Bahn 2,v.Ketteler/Hafels Königs",284,Sand-Birke,Betula pendula,2016
6.55855824668832,51.3057160257549,2678515,"Vulkanstraße, Stadtpark Fischeln II",648,Sorte der Pyramiden-Eiche,Quercus robur Fastigiata 'Koster',2016
6.55995516846717,51.3058471632499,2678515,"Vulkanstraße, Stadtpark Fischeln II",649,Pyramiden-Eiche,Quercus robur Fastigiata,2016
6.56022306238894,51.3065999830439,2678515,"Vulkanstraße, Stadtpark Fischeln II",650,Pyramiden-Eiche,Quercus robur Fastigiata,2016
6.60150511494383,51.3622692986623,0870978,ZWINGENBERGSTRAßE,204,Sorte der Vogel-Kirsche,Prunus avium Landscape Bloom,2016
6.61601013788755,51.3754728849145,3875238,"FDF Elfrath, An der Elfrather Mühle",409,Blutbuche,Fagus sylvatica Purpurea,2016
6.6173897938805,51.3772579599628,3875238,"FDF Elfrath, An der Elfrather Mühle",415,Baum-Hasel,Corylus colurna,2016
6.61498512859223,51.3755297667594,3875238,"FDF Elfrath, An der Elfrather Mühle",580,Blutbuche,Fagus sylvatica Purpurea,2016
6.6151319768529,51.3755967880239,3875238,"FDF Elfrath, An der Elfrather Mühle",582,Blutbuche,Fagus sylvatica Purpurea,2016
6.61914297361309,51.3768231109996,3875238,"FDF Elfrath, An der Elfrather Mühle",594,Amberbaum,Liquidambar styraciflua,2016
6.61950954124954,51.3764385375458,3875238,"FDF Elfrath, An der Elfrather Mühle",595,Europäische Hopfenbuche,Ostrya carpinifolia,2016
6.61740198821155,51.3773068223346,3875238,"FDF Elfrath, An der Elfrather Mühle",416,Baum-Hasel,Corylus colurna,2016
6.61746408647809,51.3773231728412,3875238,"FDF Elfrath, An der Elfrather Mühle",417,Gemeine Hainbuche,Carpinus betulus,2016
6.6195109320946,51.3774578305686,3875238,"FDF Elfrath, An der Elfrather Mühle",418,Schwarzblättriger-Ahorn,Acer platanoides Faassens Black,2016
6.61664968689593,51.3768611109027,3875238,"FDF Elfrath, An der Elfrather Mühle",420,Spitz-Ahorn,Acer platanoides,2016
6.61472693744582,51.3755160145308,3875238,"FDF Elfrath, An der Elfrather Mühle",578,Blutbuche,Fagus sylvatica Purpurea,2016
6.63576774449061,51.3507158694635,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3438,Apfel,Malus communis * (MAsy),2016
6.63565028524455,51.3506956336403,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3439,Apfel,Malus communis * (MAsy),2016
6.58498336522133,51.3392261769564,0870340,GRENZSTRAßE,157,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.58960290046854,51.3407953297698,0870323,GERMANIASTRAßE,52,Sorte des Rot-Ahorns,Acer rubrum Red Sunset,2016
6.54983899201544,51.3580395015365,0270798,SCHROERSDYK,36,Stiel-Eiche,Quercus robur,2016
6.56228171117679,51.3563537019778,0270511,KLIEDBRUCHSTRAßE,78,Stiel-Eiche,Quercus robur,2016
6.57895278149686,51.3458750872749,0470469,JENTGESALLEE,54,Spitz-Ahorn,Acer platanoides,2016
6.58331453954123,51.3384704414192,0470238,DÜRERSTRAßE,122,Papier-Birke,Betula papyrifera,2016
6.54824873583609,51.3298263452381,0170293,FRANKENRING,88,Kaiserlinde,Tilia vulgaris Pallida,2016
6.54971542008477,51.3139498104431,2575230/N,"FDF Hauptfriedhof NEU, Heideckstraße",862,Berg-Ahorn,Acer pseudoplatanus,2016
6.55420309224089,51.3340058038475,1178402,"Gartenstraße 147, Villa K",8,Sorte der Tulpenmagnolie,Magnolia Hybride Galaxy,2016
6.60123362306793,51.3351090647502,0770929,WALTER-FLEX-STRAßE,21,Italienische Erle,Alnus cordata,2016
6.59813100404583,51.2964099436293,2675232,"FDF Fischeln, Kölner Straße",968,Rotbuche,Fagus sylvatica,2016
6.62687528385863,51.3351728442302,2778518,Crön,644,Pyramiden-Eiche,Quercus robur Fastigiata,2016
6.57725530031591,51.3538109482988,0270212,DEUßSTRAßE,13,Himalaja-Birke,Betula utilis,2016
6.57173520644889,51.3371214490728,0470199,CRACAUER STRAßE,3,Rotblättrige Sorte des Spitz-Ahorn,Acer platanoides Schwedleri,2016
6.63613386084163,51.3587467197348,0970170,BRUCHWEG,1,Berg-Ahorn,Acer pseudoplatanus,2016
6.61684909675004,51.3361798135004,0770333,GLINDHOLZSTRAßE,2,Kegel-Robinie,Robinia pseudoacacia Bessoniana,2016
6.56895710307008,51.3196653025553,0570474,JOHANNESSTRAßE,1,Spitz-Ahorn,Acer platanoides,2016
6.60312276888029,51.2994660874299,0670847,STRÜMPER WEG,4,Winter-Linde,Tilia cordata,2016
6.50372819067006,51.3834870836365,1375234,"FDF Hüls, Am Strathof",557,Winter-Linde,Tilia cordata,2016
6.57711043803311,51.3461993375272,0470956,WILHELMSHOFALLEE,35,Kaiserlinde,Tilia vulgaris Pallida,2016
6.54015733520472,51.3472926131552,0271250,VOITHSTRAßE,15,Feld-Ahorn,Acer campestre,2016
6.6017161663573,51.3622686575161,0870978,ZWINGENBERGSTRAßE,162,Sorte der Vogel-Kirsche,Prunus avium Landscape Bloom,2016
6.5239232563206,51.3881305210845,0371538,ROHRAMMERDYK,59,Stiel-Eiche,Quercus robur,2016
6.51163333885617,51.3724758044295,0371417,AUF DEM GRABEN,5,Baum-Magnolie,Magnolia kobus,2016
6.57045915620932,51.3237894956807,0570758,RITTERSTRAßE,13,Säulen-Feldahorn,Acer campestre Green Column,2016
6.57003959791514,51.3379049768351,0470569,LEYENTALSTRAßE,25,Baum-Magnolie,Magnolia kobus,2016
6.65146016981683,51.3516068360636,4978535,Rheinanlagen,183,Taschentuchbaum,Davidia involukrata,2016
6.57614718456413,51.3375050924322,0470146,BOGENSTRAßE,45,Yoshino-Kirsche,Prunus x yedoensis,2016
6.59425601095403,51.3525589527041,0870438,HÜTTENALLEE,32,Rotbuche,Fagus sylvatica,2016
6.57604129568577,51.3467753176146,0470426,HOHENZOLLERNSTRAßE,27,Blutbuche,Fagus sylvatica Purpurea,2016
6.63455727471271,51.3491015164707,4978209,"Alte Krefelder Straße 93, Berufschulzentrum",3442,Apfel,Malus communis * (MAsy),2016
6.58082635311555,51.2996007207257,0671139,FRANZ-HECKMANNS-STRAßE,20,Stiel-Eiche,Quercus robur,2016
6.53267120137469,51.3743054687723,B3_25,"Steeger Dyk, südliche Seite rechts von Vobis",73,Kopfweide,Salix alba,2016
6.63541959946915,51.3621539906328,4978520,"Parkstraße, Stadtpark",2006,Dachförmige Platane,Platanus x acerifolia,2016
6.64157775674668,51.3376939487148,2775235,"FDF Linn, Elbinger Straße",246,Tulpenbaum,Liriodendron tulipifera,2016
6.56160220198884,51.3063644864261,2678515,"Vulkanstraße, Stadtpark Fischeln II",651,Pyramiden-Eiche,Quercus robur Fastigiata,2016
6.6120156731262,51.3490255740059,3878575,"Kreuzbergstraße, Grünzug entlang Badezentrum",183,Ahorn,Acer  species,2016
6.60249852903564,51.355631325081,E4_03,"Engerstraße, bei Peltzers",15,Kopfweide,Salix alba,2016
6.53970174303436,51.3384739828428,0170187,CANISIUSSTRAßE,5,Selektion der Felsenbirne,Amelanchier arborea Robin Hill,2016
6.60316388662602,51.3560159322461,E4_03,"Engerstraße, bei Peltzers",5,Kopfweide,Salix alba,2016
6.60963665272991,51.3269621368735,0770934,WEETEKAMP,1,Sorte der Japanische Zierkirsche,Prunus serrulata Sunset Boulevard,2016
6.57009480142348,51.2979330806238,0670095,ANRATHER STRAßE,33,Kaiserlinde,Tilia vulgaris Pallida,2016
6.69871430958347,51.327491944208,0971024,BATAVERSTRAßE,378,Berg-Ahorn,Acer pseudoplatanus,2016
